cv_row_index,industry_group_slug,industry_branch_slug
508,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
509,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
510,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
511,xay-dung,xay-dung-ky-su
512,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
513,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
514,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
515,cntt,cntt-phat-trien-phan-mem
516,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
517,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
518,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
519,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
520,san-xuat-qa-qc,san-xuat-my-pham
521,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
522,,
523,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
524,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
525,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
526,,
527,xay-dung,xay-dung-ky-su
528,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
529,,
530,cntt,cntt-phat-trien-phan-mem
531,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
532,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
533,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
534,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
535,,
536,co-khi-che-tao,co-khi-che-tao-co-khi
537,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
538,nhan-su-hanh-chinh,nhan-su-phap-ly-phap-che
539,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
540,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
541,,
542,khach-san-nha-hang-du-lich,khach-san-khach-san
543,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
544,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
545,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
546,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
547,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
548,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
549,san-xuat-qa-qc,san-xuat-thuc-pham
550,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
551,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
552,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
553,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
554,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
555,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
556,marketing-truyen-thong,marketing-tong-hop
557,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
558,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
559,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
560,,
561,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
562,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
563,co-khi-che-tao,co-khi-che-tao-co-khi
564,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
565,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
566,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
567,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
568,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
569,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
570,khach-san-nha-hang-du-lich,khach-san-khach-san
571,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
572,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
573,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
574,,
575,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
576,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
577,san-xuat-qa-qc,san-xuat-my-pham
578,,
579,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
580,van-tai-logistics,van-tai-giao-nhan
581,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
582,san-xuat-qa-qc,san-xuat-quan-ly
583,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
584,,
585,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
586,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
587,khach-san-nha-hang-du-lich,khach-san-khach-san
588,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
589,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
590,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
591,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
592,van-tai-logistics,van-tai-logistics-kho-van
593,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
594,marketing-truyen-thong,marketing-tong-hop
595,marketing-truyen-thong,marketing-tong-hop
596,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
597,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
598,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
599,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
600,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
601,marketing-truyen-thong,marketing-bien-phien-dich
602,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
603,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
604,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
605,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
606,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
607,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
608,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
609,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
610,kinh-doanh-ban-hang,kinh-doanh-ban-hang-thu-ngan
611,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
612,van-tai-logistics,van-tai-giao-nhan
613,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
614,khach-san-nha-hang-du-lich,khach-san-khach-san
615,dich-vu-khach-hang,dich-vu-khach-hang-cskh
616,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
617,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
618,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
619,van-tai-logistics,van-tai-logistics-kho-van
620,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
621,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
622,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
623,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
624,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
625,khach-san-nha-hang-du-lich,khach-san-khach-san
626,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
627,,
628,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
629,marketing-truyen-thong,marketing-bien-phien-dich
630,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
631,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
632,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
633,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
634,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
635,co-khi-che-tao,co-khi-che-tao-co-khi
636,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
637,marketing-truyen-thong,marketing-tong-hop
638,y-te-duoc,y-te-duoc-y-te
639,marketing-truyen-thong,marketing-bien-phien-dich
640,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
641,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
642,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
643,khach-san-nha-hang-du-lich,khach-san-khach-san
644,thiet-ke-kien-truc,thiet-ke-my-thuat
645,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
646,giao-duc-dao-tao,giao-duc-giang-day
647,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
648,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
649,,
650,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
651,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
652,marketing-truyen-thong,marketing-bien-phien-dich
653,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
654,cntt,cntt-phat-trien-phan-mem
655,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
656,cntt,cntt-phat-trien-phan-mem
657,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
658,marketing-truyen-thong,marketing-bien-phien-dich
659,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
660,,
661,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
662,,
663,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
664,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
665,y-te-duoc,y-te-duoc-y-te
666,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
667,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
668,,
669,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
670,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
671,dich-vu-khach-hang,dich-vu-khach-hang-cskh
672,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
673,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
674,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
675,ke-toan-tai-chinh,ke-toan-tai-chinh-chung-khoan
676,marketing-truyen-thong,marketing-tong-hop
677,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
678,,
679,,
680,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
681,khach-san-nha-hang-du-lich,khach-san-khach-san
682,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
683,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
684,,
685,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
686,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
687,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
688,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
689,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
690,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
691,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
692,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
693,van-tai-logistics,van-tai-logistics-kho-van
694,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
695,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
696,,
697,san-xuat-qa-qc,san-xuat-moi-truong
698,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
699,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
700,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
701,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
702,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
703,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
704,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
705,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
706,,
707,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
708,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
709,,
710,,
711,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
712,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
713,,
714,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
715,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
716,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
717,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
718,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
719,,
720,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
721,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
722,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
723,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
724,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
725,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
726,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
727,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
728,co-khi-che-tao,co-khi-che-tao-co-khi
729,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
730,,
731,san-xuat-qa-qc,san-xuat-quan-ly
732,,
733,marketing-truyen-thong,marketing-to-chuc-su-kien
734,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
735,giao-duc-dao-tao,giao-duc-giang-day
736,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
737,,
738,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
739,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
740,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
741,san-xuat-qa-qc,san-xuat-moi-truong
742,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
743,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
744,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
745,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
746,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
747,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
748,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
749,cntt,cntt-phat-trien-phan-mem
750,y-te-duoc,y-te-duoc-y-te
751,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
752,marketing-truyen-thong,marketing-bien-phien-dich
753,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
754,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
755,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
756,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
757,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
758,marketing-truyen-thong,marketing-tong-hop
759,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
760,,
761,van-tai-logistics,van-tai-giao-nhan
762,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
763,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
764,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
765,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
766,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
767,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
768,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
769,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
770,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
771,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
772,,
773,,
774,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
775,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
776,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
777,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
778,cntt,cntt-phan-cung-mang
779,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
780,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
781,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
782,marketing-truyen-thong,marketing-bien-phien-dich
783,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
784,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
785,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
786,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
787,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
788,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
789,,
790,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
791,,
792,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
793,giao-duc-dao-tao,giao-duc-giang-day
794,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
795,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
796,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
797,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
798,,
799,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
800,,
801,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
802,giao-duc-dao-tao,giao-duc-giang-day
803,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
804,,
805,co-khi-che-tao,co-khi-che-tao-co-khi
806,,
807,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
808,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
809,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
810,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
811,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
812,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
813,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
814,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
815,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
816,marketing-truyen-thong,marketing-bien-phien-dich
817,khach-san-nha-hang-du-lich,khach-san-khach-san
818,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
819,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
820,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
821,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
822,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
823,van-tai-logistics,van-tai-logistics-kho-van
824,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
825,co-khi-che-tao,co-khi-che-tao-co-khi
826,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
827,,
828,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
829,san-xuat-qa-qc,san-xuat-det-may
830,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
831,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
832,giao-duc-dao-tao,giao-duc-giang-day
833,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
834,van-tai-logistics,van-tai-giao-nhan
835,,
836,y-te-duoc,y-te-duoc-y-te
837,,
838,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
839,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
840,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
841,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
842,,
843,co-khi-che-tao,co-khi-che-tao-co-khi
844,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
845,,
846,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
847,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
848,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
849,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
850,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
851,dich-vu-khach-hang,dich-vu-khach-hang-cskh
852,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
853,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
854,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
855,marketing-truyen-thong,marketing-tong-hop
856,y-te-duoc,y-te-duoc-y-te
857,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
858,,
859,marketing-truyen-thong,marketing-tong-hop
860,,
861,,
862,,
863,khach-san-nha-hang-du-lich,khach-san-nha-hang-fb
864,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
865,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
866,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
867,cntt,cntt-phat-trien-phan-mem
868,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
869,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
870,,
871,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
872,y-te-duoc,y-te-duoc-y-te
873,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
874,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
875,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
876,y-te-duoc,y-te-duoc-y-te
877,marketing-truyen-thong,marketing-bien-phien-dich
878,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
879,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
880,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
881,marketing-truyen-thong,marketing-bien-phien-dich
882,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
883,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
884,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
885,giao-duc-dao-tao,giao-duc-giang-day
886,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
887,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
888,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
889,co-khi-che-tao,co-khi-che-tao-co-khi
890,xay-dung,xay-dung-ky-su
891,,
892,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
893,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
894,marketing-truyen-thong,marketing-tong-hop
895,,
896,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
897,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
898,van-tai-logistics,van-tai-giao-nhan
899,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
900,,
901,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
902,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
903,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
904,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
905,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
906,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
907,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
908,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
909,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
910,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
911,y-te-duoc,y-te-duoc-y-te
912,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
913,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
914,,
915,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
916,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
917,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
918,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
919,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
920,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
921,dich-vu-khach-hang,dich-vu-khach-hang-cskh
922,,
923,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
924,,
925,dich-vu-khach-hang,dich-vu-khach-hang-cskh
926,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
927,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
928,,
929,,
930,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
931,van-tai-logistics,van-tai-giao-nhan
932,,
933,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
934,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
935,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
936,dich-vu-khach-hang,dich-vu-khach-hang-cskh
937,,
938,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
939,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
940,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
941,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
942,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
943,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
944,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
945,,
946,,
947,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
948,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
949,marketing-truyen-thong,marketing-bien-phien-dich
950,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
951,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
952,y-te-duoc,y-te-duoc-y-te
953,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
954,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
955,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
956,co-khi-che-tao,co-khi-che-tao-co-khi
957,y-te-duoc,y-te-duoc-y-te
958,dich-vu-khach-hang,dich-vu-khach-hang-cskh
959,marketing-truyen-thong,marketing-bien-phien-dich
960,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
961,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
962,marketing-truyen-thong,marketing-truyen-thong-pr
963,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
964,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
965,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
966,y-te-duoc,y-te-duoc-y-te
967,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
968,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
969,marketing-truyen-thong,marketing-tong-hop
970,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
971,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
972,,
973,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
974,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
975,dich-vu-khach-hang,dich-vu-khach-hang-cskh
976,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
977,khach-san-nha-hang-du-lich,khach-san-khach-san
978,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
979,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
980,san-xuat-qa-qc,san-xuat-thuc-pham
981,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
982,bat-dong-san,bat-dong-san-moi-gioi
983,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
984,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
985,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
986,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
987,van-tai-logistics,van-tai-giao-nhan
988,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
989,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
990,,
991,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
992,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
993,,
994,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
995,,
996,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
997,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
998,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
999,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
1000,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
1001,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
1002,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
1003,,
1004,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
1005,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
1006,marketing-truyen-thong,marketing-tong-hop
1007,san-xuat-qa-qc,san-xuat-nong-nghiep
1008,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
1009,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
1010,lao-dong-pho-thong,lao-dong-pho-thong-lai-xe
