jd_row_index,industry_group_slug,industry_branch_slug
3778,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3779,khach-san-nha-hang-du-lich,khach-san-khach-san
3780,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3781,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
3782,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
3783,co-khi-che-tao,co-khi-tu-dong-hoa
3784,,
3785,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
3786,khach-san-nha-hang-du-lich,khach-san-khach-san
3787,cntt,cntt-phat-trien-phan-mem
3788,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
3789,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3790,dich-vu-khach-hang,dich-vu-khach-hang-cskh
3791,marketing-truyen-thong,marketing-to-chuc-su-kien
3792,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3793,cntt,cntt-phat-trien-phan-mem
3794,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
3795,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3796,marketing-truyen-thong,marketing-truyen-thong-pr
3797,,
3798,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3799,,
3800,marketing-truyen-thong,marketing-truyen-thong-pr
3801,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-le-si
3802,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3803,van-tai-logistics,van-tai-xuat-nhap-khau
3804,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3805,san-xuat-qa-qc,san-xuat-quan-ly
3806,,
3807,thiet-ke-kien-truc,thiet-ke-noi-that
3808,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3809,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-le-si
3810,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3811,,
3812,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
3813,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
3814,cntt,cntt-phat-trien-phan-mem
3815,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
3816,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3817,,
3818,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3819,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3820,marketing-truyen-thong,marketing-truyen-thong-pr
3821,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3822,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3823,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
3824,marketing-truyen-thong,marketing-truyen-thong-pr
3825,cntt,cntt-phat-trien-phan-mem
3826,,
3827,marketing-truyen-thong,marketing-truyen-thong-pr
3828,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3829,cntt,cntt-phan-cung-mang
3830,thiet-ke-kien-truc,thiet-ke-my-thuat
3831,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3832,san-xuat-qa-qc,san-xuat-thuc-pham
3833,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
3834,,
3835,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3836,dich-vu-khach-hang,dich-vu-khach-hang-cskh
3837,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3838,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
3839,xay-dung,xay-dung-ky-su
3840,thiet-ke-kien-truc,thiet-ke-noi-that
3841,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3842,giao-duc-dao-tao,giao-duc-giang-day
3843,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3844,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
3845,cntt,cntt-phat-trien-phan-mem
3846,marketing-truyen-thong,marketing-truyen-thong-pr
3847,marketing-truyen-thong,marketing-truyen-thong-pr
3848,cntt,cntt-phat-trien-phan-mem
3849,,
3850,thiet-ke-kien-truc,thiet-ke-do-hoa
3851,y-te-duoc,y-te-duoc-y-te
3852,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3853,giao-duc-dao-tao,giao-duc-giang-day
3854,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3855,cntt,cntt-phat-trien-phan-mem
3856,,
3857,cntt,cntt-phat-trien-phan-mem
3858,san-xuat-qa-qc,san-xuat-nong-nghiep
3859,dich-vu-khach-hang,dich-vu-khach-hang-cskh
3860,cntt,cntt-phat-trien-phan-mem
3861,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3862,y-te-duoc,y-te-duoc-y-te
3863,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3864,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3865,,
3866,giao-duc-dao-tao,giao-duc-giang-day
3867,,
3868,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3869,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-le-si
3870,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3871,,
3872,giao-duc-dao-tao,giao-duc-giang-day
3873,,
3874,cntt,cntt-phat-trien-phan-mem
3875,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-le-si
3876,,
3877,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3878,van-tai-logistics,van-tai-logistics-kho-van
3879,giao-duc-dao-tao,giao-duc-giang-day
3880,,
3881,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3882,nhan-su-hanh-chinh,nhan-su-phap-ly-phap-che
3883,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
3884,cntt,cntt-phat-trien-phan-mem
3885,dich-vu-khach-hang,dich-vu-khach-hang-cskh
3886,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
3887,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3888,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-le-si
3889,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3890,marketing-truyen-thong,marketing-truyen-thong-pr
3891,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3892,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3893,van-tai-logistics,van-tai-logistics-kho-van
3894,san-xuat-qa-qc,san-xuat-quan-ly
3895,dich-vu-khach-hang,dich-vu-khach-hang-cskh
3896,van-tai-logistics,van-tai-logistics-kho-van
3897,,
3898,xay-dung,xay-dung-ky-su
3899,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3900,cntt,cntt-phat-trien-phan-mem
3901,marketing-truyen-thong,marketing-truyen-thong-pr
3902,marketing-truyen-thong,marketing-truyen-thong-pr
3903,dich-vu-khach-hang,dich-vu-khach-hang-cskh
3904,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3905,y-te-duoc,y-te-duoc-y-te
3906,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3907,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3908,,
3909,san-xuat-qa-qc,san-xuat-quan-ly
3910,cntt,cntt-phat-trien-phan-mem
3911,cntt,cntt-phat-trien-phan-mem
3912,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
3913,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3914,marketing-truyen-thong,marketing-truyen-thong-pr
3915,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
3916,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3917,khach-san-nha-hang-du-lich,khach-san-khach-san
3918,marketing-truyen-thong,marketing-truyen-thong-pr
3919,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3920,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
3921,san-xuat-qa-qc,san-xuat-quan-ly
3922,cntt,cntt-phat-trien-phan-mem
3923,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3924,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
3925,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3926,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3927,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
3928,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3929,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3930,cntt,cntt-phan-cung-mang
3931,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
3932,,
3933,y-te-duoc,y-te-duoc-y-te
3934,dich-vu-khach-hang,dich-vu-khach-hang-cskh
3935,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
3936,cntt,cntt-phat-trien-phan-mem
3937,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3938,,
3939,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3940,,
3941,cntt,cntt-phat-trien-phan-mem
3942,san-xuat-qa-qc,san-xuat-quan-ly
3943,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3944,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3945,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3946,marketing-truyen-thong,marketing-truyen-thong-pr
3947,giao-duc-dao-tao,giao-duc-giang-day
3948,san-xuat-qa-qc,san-xuat-thuc-pham
3949,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
3950,y-te-duoc,y-te-duoc-y-te
3951,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3952,marketing-truyen-thong,marketing-truyen-thong-pr
3953,marketing-truyen-thong,marketing-truyen-thong-pr
3954,,
3955,cntt,cntt-phat-trien-phan-mem
3956,thiet-ke-kien-truc,thiet-ke-do-hoa
3957,san-xuat-qa-qc,san-xuat-quan-ly
3958,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3959,kinh-doanh-ban-hang,kinh-doanh-ban-hang-ban-hang
3960,marketing-truyen-thong,marketing-truyen-thong-pr
3961,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
3962,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3963,cntt,cntt-phat-trien-phan-mem
3964,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
3965,cntt,cntt-phat-trien-phan-mem
3966,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3967,y-te-duoc,y-te-duoc-duoc-pham
3968,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
3969,van-tai-logistics,van-tai-xuat-nhap-khau
3970,giao-duc-dao-tao,giao-duc-giang-day
3971,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
3972,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
3973,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3974,,
3975,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
3976,xay-dung,xay-dung-ky-su
3977,marketing-truyen-thong,marketing-truyen-thong-pr
3978,thiet-ke-kien-truc,thiet-ke-my-thuat
3979,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
3980,,
3981,van-tai-logistics,van-tai-logistics-kho-van
3982,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
3983,,
3984,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
3985,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3986,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
3987,,
3988,cntt,cntt-phan-cung-mang
3989,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3990,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3991,cntt,cntt-phat-trien-phan-mem
3992,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3993,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
3994,bat-dong-san,bat-dong-san-moi-gioi
3995,giao-duc-dao-tao,giao-duc-giang-day
3996,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
3997,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
3998,,
3999,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4000,cntt,cntt-phat-trien-phan-mem
4001,marketing-truyen-thong,marketing-truyen-thong-pr
4002,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4003,marketing-truyen-thong,marketing-truyen-thong-pr
4004,marketing-truyen-thong,marketing-truyen-thong-pr
4005,thiet-ke-kien-truc,thiet-ke-do-hoa
4006,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4007,,
4008,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4009,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4010,giao-duc-dao-tao,giao-duc-giang-day
4011,marketing-truyen-thong,marketing-truyen-thong-pr
4012,,
4013,san-xuat-qa-qc,san-xuat-quan-ly
4014,san-xuat-qa-qc,san-xuat-thuc-pham
4015,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
4016,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4017,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4018,marketing-truyen-thong,marketing-truyen-thong-pr
4019,,
4020,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
4021,marketing-truyen-thong,marketing-truyen-thong-pr
4022,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4023,marketing-truyen-thong,marketing-truyen-thong-pr
4024,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
4025,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4026,cntt,cntt-phat-trien-phan-mem
4027,khach-san-nha-hang-du-lich,khach-san-khach-san
4028,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4029,,
4030,,
4031,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
4032,marketing-truyen-thong,marketing-truyen-thong-pr
4033,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4034,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4035,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4036,thiet-ke-kien-truc,thiet-ke-do-hoa
4037,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4038,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4039,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4040,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
4041,,
4042,cntt,cntt-phat-trien-phan-mem
4043,giao-duc-dao-tao,giao-duc-giang-day
4044,cntt,cntt-phat-trien-phan-mem
4045,giao-duc-dao-tao,giao-duc-giang-day
4046,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4047,thiet-ke-kien-truc,thiet-ke-do-hoa
4048,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4049,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4050,giao-duc-dao-tao,giao-duc-giang-day
4051,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4052,marketing-truyen-thong,marketing-bien-phien-dich
4053,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4054,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
4055,,
4056,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4057,khach-san-nha-hang-du-lich,khach-san-khach-san
4058,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
4059,marketing-truyen-thong,marketing-truyen-thong-pr
4060,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
4061,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
4062,,
4063,,
4064,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
4065,giao-duc-dao-tao,giao-duc-giang-day
4066,marketing-truyen-thong,marketing-truyen-thong-pr
4067,,
4068,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4069,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4070,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4071,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4072,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4073,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4074,cntt,cntt-phat-trien-phan-mem
4075,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4076,,
4077,,
4078,thiet-ke-kien-truc,thiet-ke-kien-truc-kien-truc
4079,cntt,cntt-phat-trien-phan-mem
4080,marketing-truyen-thong,marketing-truyen-thong-pr
4081,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4082,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4083,dich-vu-khach-hang,dich-vu-khach-hang-cskh
4084,ke-toan-tai-chinh,ke-toan-tai-chinh-chung-khoan
4085,dich-vu-khach-hang,dich-vu-khach-hang-cskh
4086,cntt,cntt-phat-trien-phan-mem
4087,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4088,thiet-ke-kien-truc,thiet-ke-do-hoa
4089,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4090,cntt,cntt-phat-trien-phan-mem
4091,cntt,cntt-phat-trien-phan-mem
4092,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
4093,marketing-truyen-thong,marketing-truyen-thong-pr
4094,,
4095,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4096,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4097,cntt,cntt-phat-trien-phan-mem
4098,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4099,dich-vu-khach-hang,dich-vu-khach-hang-cskh
4100,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4101,san-xuat-qa-qc,san-xuat-my-pham
4102,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4103,,
4104,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
4105,,
4106,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4107,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4108,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4109,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4110,nhan-su-hanh-chinh,nhan-su-phap-ly-phap-che
4111,khach-san-nha-hang-du-lich,khach-san-du-lich-le-hanh
4112,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4113,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4114,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
4115,marketing-truyen-thong,marketing-truyen-thong-pr
4116,cntt,cntt-phat-trien-phan-mem
4117,cntt,cntt-phat-trien-phan-mem
4118,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4119,cntt,cntt-phat-trien-phan-mem
4120,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4121,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4122,giao-duc-dao-tao,giao-duc-giang-day
4123,y-te-duoc,y-te-duoc-y-te
4124,cntt,cntt-phat-trien-phan-mem
4125,van-tai-logistics,van-tai-logistics-kho-van
4126,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4127,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
4128,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4129,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4130,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
4131,cntt,cntt-phat-trien-phan-mem
4132,marketing-truyen-thong,marketing-truyen-thong-pr
4133,cntt,cntt-phat-trien-phan-mem
4134,,
4135,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4136,y-te-duoc,y-te-duoc-y-te
4137,marketing-truyen-thong,marketing-bao-chi-truyen-hinh
4138,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4139,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
4140,cntt,cntt-phat-trien-phan-mem
4141,san-xuat-qa-qc,san-xuat-thuc-pham
4142,khach-san-nha-hang-du-lich,khach-san-khach-san
4143,cntt,cntt-phat-trien-phan-mem
4144,xay-dung,xay-dung-ky-su
4145,khach-san-nha-hang-du-lich,khach-san-khach-san
4146,,
4147,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4148,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
4149,,
4150,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
4151,cntt,cntt-phat-trien-phan-mem
4152,san-xuat-qa-qc,san-xuat-quan-ly
4153,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4154,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4155,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4156,co-khi-che-tao,co-khi-tu-dong-hoa
4157,bat-dong-san,bat-dong-san-moi-gioi
4158,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4159,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
4160,nhan-su-hanh-chinh,nhan-su-phap-ly-phap-che
4161,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4162,cntt,cntt-phat-trien-phan-mem
4163,cntt,cntt-phat-trien-phan-mem
4164,,
4165,y-te-duoc,y-te-duoc-y-te
4166,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4167,dich-vu-khach-hang,dich-vu-khach-hang-cskh
4168,y-te-duoc,y-te-duoc-y-te
4169,,
4170,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4171,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4172,giao-duc-dao-tao,giao-duc-giang-day
4173,san-xuat-qa-qc,san-xuat-det-may
4174,y-te-duoc,y-te-duoc-y-te
4175,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4176,cntt,cntt-phat-trien-phan-mem
4177,san-xuat-qa-qc,san-xuat-thuc-pham
4178,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4179,cntt,cntt-phan-cung-mang
4180,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4181,marketing-truyen-thong,marketing-truyen-thong-pr
4182,cntt,cntt-phat-trien-phan-mem
4183,dich-vu-khach-hang,dich-vu-khach-hang-cskh
4184,cntt,cntt-phan-cung-mang
4185,thiet-ke-kien-truc,thiet-ke-do-hoa
4186,marketing-truyen-thong,marketing-truyen-thong-pr
4187,cntt,cntt-phat-trien-phan-mem
4188,y-te-duoc,y-te-duoc-y-te
4189,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
4190,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4191,marketing-truyen-thong,marketing-truyen-thong-pr
4192,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4193,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4194,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4195,cntt,cntt-phat-trien-phan-mem
4196,,
4197,,
4198,cntt,cntt-phat-trien-phan-mem
4199,y-te-duoc,y-te-duoc-y-te
4200,marketing-truyen-thong,marketing-truyen-thong-pr
4201,y-te-duoc,y-te-duoc-y-te
4202,dien-dien-tu-vien-thong,dien-dien-tu-dien-lanh
4203,thiet-ke-kien-truc,thiet-ke-do-hoa
4204,,
4205,cntt,cntt-phat-trien-phan-mem
4206,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4207,marketing-truyen-thong,marketing-truyen-thong-pr
4208,giao-duc-dao-tao,giao-duc-giang-day
4209,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4210,ke-toan-tai-chinh,ke-toan-tai-chinh-tai-chinh
4211,khach-san-nha-hang-du-lich,khach-san-khach-san
4212,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4213,khach-san-nha-hang-du-lich,khach-san-spa-lam-dep
4214,khach-san-nha-hang-du-lich,khach-san-khach-san
4215,giao-duc-dao-tao,giao-duc-giang-day
4216,khach-san-nha-hang-du-lich,khach-san-khach-san
4217,san-xuat-qa-qc,san-xuat-det-may
4218,,
4219,giao-duc-dao-tao,giao-duc-giang-day
4220,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4221,nhan-su-hanh-chinh,nhan-su-tuyen-dung-cb
4222,xay-dung,xay-dung-ky-su
4223,marketing-truyen-thong,marketing-truyen-thong-pr
4224,cntt,cntt-phan-cung-mang
4225,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4226,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4227,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4228,san-xuat-qa-qc,san-xuat-thuc-pham
4229,marketing-truyen-thong,marketing-bien-phien-dich
4230,,
4231,,
4232,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4233,marketing-truyen-thong,marketing-truyen-thong-pr
4234,y-te-duoc,y-te-duoc-y-te
4235,bat-dong-san,bat-dong-san-moi-gioi
4236,giao-duc-dao-tao,giao-duc-giang-day
4237,giao-duc-dao-tao,giao-duc-giang-day
4238,dich-vu-khach-hang,dich-vu-khach-hang-cskh
4239,san-xuat-qa-qc,san-xuat-quan-ly
4240,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4241,van-tai-logistics,van-tai-xuat-nhap-khau
4242,,
4243,marketing-truyen-thong,marketing-truyen-thong-pr
4244,khach-san-nha-hang-du-lich,khach-san-khach-san
4245,,
4246,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4247,giao-duc-dao-tao,giao-duc-giang-day
4248,,
4249,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4250,nhan-su-hanh-chinh,nhan-su-hanh-chinh-van-phong
4251,nhan-su-hanh-chinh,nhan-su-thu-ky-tro-ly
4252,marketing-truyen-thong,marketing-truyen-thong-pr
4253,y-te-duoc,y-te-duoc-y-te
4254,,
4255,y-te-duoc,y-te-duoc-y-te
4256,,
4257,giao-duc-dao-tao,giao-duc-giang-day
4258,,
4259,dien-dien-tu-vien-thong,dien-dien-tu-vien-thong-vt
4260,cntt,cntt-phan-cung-mang
4261,giao-duc-dao-tao,giao-duc-giang-day
4262,van-tai-logistics,van-tai-logistics-kho-van
4263,kinh-doanh-ban-hang,kinh-doanh-ban-hang-tong-hop
4264,,
4265,giao-duc-dao-tao,giao-duc-giang-day
4266,,
4267,y-te-duoc,y-te-duoc-y-te
4268,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4269,ke-toan-tai-chinh,ke-toan-tai-chinh-ngan-hang
4270,cntt,cntt-phat-trien-phan-mem
4271,ke-toan-tai-chinh,ke-toan-tai-chinh-kiem-toan
4272,cntt,cntt-phat-trien-phan-mem
4273,,
4274,san-xuat-qa-qc,san-xuat-qa-qc-qa-qc
4275,cntt,cntt-phat-trien-phan-mem
4276,marketing-truyen-thong,marketing-truyen-thong-pr
4277,marketing-truyen-thong,marketing-truyen-thong-pr
4278,,
4279,,
4280,cntt,cntt-phan-cung-mang
4281,cntt,cntt-phat-trien-phan-mem
4282,ke-toan-tai-chinh,ke-toan-tai-chinh-bao-hiem
4283,,
